OBJECTID,WUDS_ID,NAME,CNTY_CODE,CNTY_NAME,OWNERSHIP,GW_SOURCE,SW_SOURCE,INTCONNECT,LAST_DATE,PWS_ID,SHAPEAREA,SHAPELEN
15660,18445,OAK GROVE PARK MHP,46,Montgomery,Mobile Home Park,Y,N,N,2016/01/13 00:00:00+00,1460030,446011.904306255,2678.66698036098
15661,19338,AQUA PA BARRETT,40,Luzerne,Private Investor Owned,Y,N,N,2015/02/05 00:00:00+00,2400085,614559.530585435,3629.37037542904
15662,18762,COWANSHANNOCK TWP MUNI AUTH MARGARET,03,Armstrong,Authority,Y,N,N,2003/01/01 00:00:00+00,5030021,243118.15412067,2059.7560561582
15663,19616,COWANSHANNOCK TWP MUNI AUTH YATESBORO,03,Armstrong,Authority,Y,N,Y,2003/01/01 00:00:00+00,5030047,2411563.28531185,16233.6301747925
15664,19708,SOUTH BUFFALO TWP MUNI AUTH,03,Armstrong,Authority,N,N,Y,2003/01/01 00:00:00+00,5030049,45114943.624569,53336.0213634785
15665,19989,VALLEY VIEW TRAILER PARK BLANDON,06,Berks,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,3060028,41699.473606305,948.798231201302
15666,20001,VALLEY VIEW MHP WERNERSVILLE,06,Berks,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,3060073,26097.214351425,654.262295261001
15667,18822,BALLY MUNI WATERWORKS,06,Berks,Municipal,Y,N,N,2022/03/17 00:00:00+00,3060002,3337730.42593512,11321.0935654214
15668,37549,CHERRY HILL CORP,10,Butler,Institutional Health,Y,N,N,2015/03/24 00:00:00+00,5100133,64406.583252505,1188.44620154755
15669,18800,EVERETT MUNI AUTH,05,Bedford,Authority,Y,N,N,2003/01/01 00:00:00+00,4050012,4963598.79270405,23386.9265148945
15670,18986,MT EAGLE WATER ASSN,14,Centre,Association,Y,N,N,2003/01/01 00:00:00+00,4140014,1606927.48074563,5203.68510269108
15671,20061,MARTHA FURNACE MHP,14,Centre,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,4140043,69529.93311453,1091.95614271121
15672,19053,HOUTZDALE MUNI AUTH,17,Clearfield,Authority,Y,Y,N,2022/02/23 00:00:00+00,6170023,186759852.59343,100694.384497535
15673,19043,CLEARFIELD MUNI AUTH,17,Clearfield,Authority,Y,Y,N,2017/09/25 00:00:00+00,6170008,77780576.9093092,111613.635684823
15674,19054,HUSTON TWP MUNI AUTH,17,Clearfield,Authority,N,N,Y,2003/01/01 00:00:00+00,6170024,10104694.2365321,33408.6971241863
15675,18205,BETHLEHEM 512 SYS,48,Northampton,Authority,N,N,Y,2021/03/29 00:00:00+00,3480814,2458876.85268634,6197.33958533515
15676,18249,HICKORY HILLS MHP,48,Northampton,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,3480015,700250.904923725,3928.66482154993
15677,19458,AQUA PA EVANWOOD,48,Northampton,Private Investor Owned,Y,N,Y,2015/02/11 00:00:00+00,3480029,215362.64834175,2111.31072146022
15678,19348,VEOLIA WATER PA BROWN MANOR,40,Luzerne,Private Investor Owned,Y,N,N,2015/03/12 00:00:00+00,2400073,50958.82281298,2473.47090519415
15679,18250,MOUNTAIN VIEW MHP,48,Northampton,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,3480075,273925.30810521,2056.20372269705
15680,18291,ROYAL OAKS MHP,48,Northampton,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,3480044,52377.018732175,948.849735656111
15681,18387,SCOTTYS MANUFACTURED HOME SALES AND PARK WATER SYS,48,Northampton,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,3480040,95460.9228662,1783.30617706782
15682,19448,BETHLEHEM WIL MAR MANOR,48,Northampton,Authority,Y,N,N,2021/03/29 00:00:00+00,3480079,159068.69423229,1738.03946925811
15683,19450,BETHLEHEM COUNTRY SQUIRE EST,48,Northampton,Municipal,Y,N,N,2021/03/29 00:00:00+00,3480056,104066.846807965,1543.28136630779
15684,19478,PA AMER WATER CO HICKORY DIST,52,Pike,Private Investor Owned,Y,N,N,2024/03/05 00:00:00+00,2520034,11434147.9647399,22307.2788888491
15685,19480,PA AMER WATER CO SILVER MARCEL DIST,52,Pike,Private Investor Owned,Y,N,N,2024/03/05 00:00:00+00,2520035,5350655.00881047,10866.7109928935
15686,19930,PA AMER WATER CO POCONO MTN LAKE FOREST,52,Pike,Private Investor Owned,Y,N,N,2024/03/05 00:00:00+00,2520050,2020677.90912327,6489.838884615
15687,19457,LEHIGH CNTY AUTH NCSA CLEARVIEW FARMS DIV,48,Northampton,Authority,Y,N,N,2021/04/30 00:00:00+00,3480028,697483.94860574,3577.82155537475
15688,19460,WALNUTPORT AUTH,48,Northampton,Authority,Y,N,N,2003/01/01 00:00:00+00,3480032,4374324.65322349,17945.3494996489
15689,19772,WHISPERING HOLLOW NORTH MHP,48,Northampton,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,3480058,105405.910441325,1330.44923433436
15690,20022,GREEN ACRES LLC,48,Northampton,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,3480006,27605.3255946,654.428521484125
15691,20023,DEL AIRE MHP,48,Northampton,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,3480007,16543.80075014,516.09879836964
15692,20024,MEADOWBROOK MHP NORTHAMPTON CNTY,48,Northampton,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,3480008,40867.171135415,803.233254076247
15693,20026,DRIFTWOOD MHP,48,Northampton,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,3480011,33537.308474615,906.620863439767
15694,20028,THE ORCHARD AT AIRPORT RD,48,Northampton,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,3480013,24593.006901275,831.625692087398
15695,20030,RIVERS EDGE MHP,48,Northampton,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,3480035,45166.782340975,891.230082629378
15696,58945,HYDETOWN PARK EAST,20,Crawford,Mobile Home Park,Y,N,N,2016/03/21 00:00:00+00,6200020,36490.52744467,802.264916906673
15697,20031,CEDAR GROVE MHP,48,Northampton,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,3480037,273590.025622425,2128.12332939549
15698,20033,KELLOWS MHP,48,Northampton,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,3480041,19822.597211135,703.953963121882
15699,20034,CROSSROADS MHP,48,Northampton,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,3480043,14786.454524795,496.794153338022
15700,20496,GAP VIEW MHP,48,Northampton,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,3480072,37476.72573437,804.085747133934
15701,37613,HERITAGE VILLAGE WATER CO,48,Northampton,Private Investor Owned,Y,N,N,2003/01/01 00:00:00+00,3480089,285590.4749297,3065.87792009043
15702,18230,WHISPERING HOLLOW SOUTH MHP,48,Northampton,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,3480045,162211.501390115,1637.98252399316
15703,19444,BATH BORO MUNI AUTH,48,Northampton,Authority,Y,N,N,2016/03/10 00:00:00+00,3480066,4955826.20157256,14877.0454938958
15704,18761,COWANSHANNOCK TWP MUNI AUTH SAGAMORE,03,Armstrong,Authority,Y,N,N,2003/01/01 00:00:00+00,5030022,1263942.91184415,5373.41858731272
15705,18308,ORCHARD HILLS MHP,50,Perry,Mobile Home Park,Y,N,N,2022/03/15 00:00:00+00,7500010,249759.67957083,2108.74834356989
15706,19469,BLOOMFIELD BORO WATER AUTH,50,Perry,Authority,Y,N,N,2023/02/02 00:00:00+00,7500012,2589899.38284251,9492.49697837087
15707,19473,MILLERSTOWN BORO WATER WORKS,50,Perry,Municipal,Y,N,N,2015/03/30 00:00:00+00,7500021,2057261.79459346,8040.34743934682
15708,19766,PA AMER WATER CO MCEWENSVILLE,49,Northumberland,Authority,Y,N,N,2024/03/05 00:00:00+00,4490298,1392611.70831871,5508.59496742752
15709,19474,NEWPORT BORO WATER AUTH,50,Perry,Authority,Y,Y,N,2022/02/06 00:00:00+00,7500022,7551152.61664136,24197.822559909
15710,19475,SUNSHINE HILL WATER CO,50,Perry,Authority,Y,N,N,2015/03/23 00:00:00+00,7500015,316509.45221545,2369.8314794006
15711,19476,LOYSVILLE YOUTH DEV CENTER,50,Perry,Institutional Correctional,Y,N,N,2003/01/01 00:00:00+00,7500031,334360.997834215,2790.64645942342
15712,20378,PARADISE MHP,50,Perry,Mobile Home Park,Y,N,N,2023/02/27 00:00:00+00,7500003,228890.134389035,2159.77059956421
15713,20379,CREEKVIEW FARMS MHP,50,Perry,Mobile Home Park,Y,N,N,2016/03/08 00:00:00+00,7500006,542428.195981535,2963.94775194941
15714,20381,SKYVIEW GARDENS APTS,50,Perry,Apartments,Y,N,N,2023/02/27 00:00:00+00,7500024,113794.41224406,1537.84040815696
15715,20382,HILLSIDE MANOR APT,50,Perry,Apartments,Y,N,N,2015/03/26 00:00:00+00,7500025,48339.79433317,865.95818839864
15716,20384,DEER CHASE MHP,50,Perry,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,7500029,49239.390001385,1144.30588131996
15717,60931,SNAKE SPRING TWP MUNI AUTH,05,Bedford,Authority,Y,N,N,2016/01/21 00:00:00+00,4050038,2981550.63860061,14256.1206270909
15718,20386,LUPFERS GROVE MHP,50,Perry,Mobile Home Park,Y,N,N,2016/03/08 00:00:00+00,7500032,472840.46023297,2545.48815686735
15719,67283,UPPER MAKEFIELD ENCLAVE,09,Bucks,Municipal,Y,N,N,2015/06/29 00:00:00+00,1090121,225733.51365678,2041.56094583328
15720,20442,STONEBRIDGE HEALTH & REHAB CTR,50,Perry,Institutional Health,Y,N,N,2015/05/31 00:00:00+00,7500035,37446.53859202,791.738349226418
15721,20443,ARBOR MANOR APT,50,Perry,Apartments,Y,N,N,2022/03/31 00:00:00+00,7500037,25265.11462226,659.426527324326
15722,20445,COUNTRYSIDE MHP,50,Perry,Mobile Home Park,Y,N,N,2021/03/12 00:00:00+00,7500034,37335.424189865,832.651775136508
15723,44599,VILLAGE SQUARE CONDOMINIUM,50,Perry,Apartments,Y,N,N,2021/01/07 00:00:00+00,7500009,33710.97256242,697.382551061453
15724,44607,COUNTRY VIEW VILLAGE MHP,50,Perry,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,7500013,247084.937423355,2488.70251859139
15725,18208,AQUA PA WOODLEDGE,52,Pike,Private Investor Owned,Y,N,N,2003/01/01 00:00:00+00,2521031,2160461.35855253,6232.63824059987
15726,18231,RUSTIC ACRES MHP STONEMILL PRO,52,Pike,Mobile Home Park,Y,N,N,2016/03/29 00:00:00+00,2520042,93479.620031405,1166.75430873957
15727,18453,PA AMER WATER CO LP W AND S SAW CREEK DIST,52,Pike,Private Investor Owned,Y,N,N,2024/03/05 00:00:00+00,2520062,22361130.2653756,37589.9525480623
15728,18716,PA AMER WATER CO LAKE HERITAGE DIST,01,Adams,Private Investor Owned,Y,N,N,2024/03/05 00:00:00+00,7010035,6587621.33381296,12723.6940560652
15729,18462,LAKE WALLENPAUPACK EST POA,52,Pike,Association,Y,N,N,2024/02/20 00:00:00+00,2520075,2986420.37278483,10380.9118233317
15730,18499,LAUREL LANE DEV ASSN,52,Pike,Association,Y,N,N,2024/02/20 00:00:00+00,2520201,1060472.2302253,4863.71083548094
15731,18500,POCONO MTN LAKE EST SECT 1E,52,Pike,Association,Y,N,N,2003/01/01 00:00:00+00,2520089,737618.03574224,3551.99521015056
15732,18643,CIRCLE GREEN UPPER,52,Pike,Association,Y,N,N,2024/02/20 00:00:00+00,2520112,78788.442838225,1322.93997121524
15733,18645,DEERHAVEN WHITE BEAUTY VIEW EST,52,Pike,Private Investor Owned,Y,N,N,2003/01/01 00:00:00+00,2520110,99776.506647945,1680.20682641886
15734,19889,AQUA PA LAUREL LAKES,40,Luzerne,Private Investor Owned,Y,N,N,2015/03/12 00:00:00+00,2400111,2396752.01850272,6513.13269115428
15735,19495,SHENANDOAH MUNI WATER AUTH,54,Schuylkill,Authority,N,Y,N,2008/07/18 00:00:00+00,3540044,8492509.37982193,28892.4521021757
15736,20448,GRAMPAS WOODS ESTATES,52,Pike,Mobile Home Park,Y,N,N,2018/02/23 00:00:00+00,2520005,211277.214983845,1927.69914280515
15737,20450,AQUA PA PAUPACK MOTOR LDG,52,Pike,Private Investor Owned,Y,N,N,2016/03/11 00:00:00+00,2520043,76603.3258428,1315.39691797138
15738,20458,OAK MANOR ESTATES,52,Pike,Apartments,Y,N,N,2003/01/01 00:00:00+00,2520095,43908.709564095,796.393350654729
15739,20498,HAPPY HOLLOW,52,Pike,Association,Y,N,N,2003/01/01 00:00:00+00,2520100,581167.2429967,3075.7773857694
15740,18177,PLUM CREEK MUNI AUTH,54,Schuylkill,Authority,Y,N,N,2017/03/02 00:00:00+00,3540049,14528841.957544,16829.5915730859
15741,19497,ASHLAND BORO WATER DEPT,54,Schuylkill,Authority,Y,Y,N,2003/01/01 00:00:00+00,3540030,7267492.08692639,26976.8931911281
15742,19502,AUBURN MUNI AUTH,54,Schuylkill,Municipal,N,Y,N,2015/04/09 00:00:00+00,3540015,1823194.63429061,14326.9688219439
15743,19509,MOREA CITIZENS WATER CO,54,Schuylkill,Municipal,Y,N,N,2003/01/01 00:00:00+00,3540021,425630.032743375,2977.94057182651
15744,19510,VEOLIA WATER PA NUREMBERG,54,Schuylkill,Private Investor Owned,Y,N,N,2015/03/12 00:00:00+00,3540023,877283.2736544,5192.1225530393
15745,19511,ORWIGSBURG MUNI WATERWORKS,54,Schuylkill,Municipal,Y,N,N,2003/01/01 00:00:00+00,3540024,10893101.4806727,16571.9759168996
15746,19515,RINGTOWN BORO MUNI AUTH,54,Schuylkill,Authority,Y,N,N,2003/01/01 00:00:00+00,3540039,3329876.35885255,7627.65976618834
15747,19516,MARY D COMM ASSN,54,Schuylkill,Association,Y,Y,Y,2015/04/09 00:00:00+00,3540027,442068.39095552,2692.60498569255
15748,19517,TOWER CITY BORO AUTH,54,Schuylkill,Authority,Y,N,N,2003/01/01 00:00:00+00,3540045,11031270.366389,22753.8925297309
15749,19518,SCHUYLKILL CNTY MUNI AUTH TREMONT DIV,54,Schuylkill,Authority,Y,N,N,2003/01/01 00:00:00+00,3540046,25153959.1883561,21431.0365541992
15750,19563,PA AMER WATER CO MONTROSE DIST,58,Susquehanna,Private Investor Owned,N,Y,N,2024/03/05 00:00:00+00,2580023,8377289.84308324,26250.3364560456
15751,19739,MAHANOY TWP AUTH,54,Schuylkill,Authority,Y,Y,Y,2003/01/01 00:00:00+00,3540011,5073171.75915565,13540.8309581154
15752,20039,MELANIE MANOR MHP,54,Schuylkill,Mobile Home Park,Y,N,N,2015/03/26 00:00:00+00,3540040,178004.313848425,1774.26030999733
15753,20536,SCMA PINE GROVE TWP AUTH,54,Schuylkill,Private Investor Owned,Y,N,N,2003/01/01 00:00:00+00,3540062,275504.231936535,2223.63299155629
15754,37603,THE PINES AT WEST PENN,54,Schuylkill,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,3540061,583051.678140035,4118.21442100662
15755,18683,AQUA PA PINES PARTNERS,54,Schuylkill,Private Investor Owned,Y,N,N,2015/02/09 00:00:00+00,3540069,446527.643220685,3323.11223887331
15756,18454,THE ESCAPE,52,Pike,Mobile Home Park,Y,N,N,2017/03/07 00:00:00+00,2520036,1784367.83100332,5672.39206539689
15757,18569,RETREAT VLG,54,Schuylkill,Association,Y,N,N,2014/02/05 00:00:00+00,3540058,293869.339862095,2193.81004629798
15758,49980,T & T MHP,54,Schuylkill,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,3540073,57298.112292625,1130.98130965642
15759,19539,BERLIN BORO MUNI AUTH,56,Somerset,Authority,Y,N,N,2003/01/01 00:00:00+00,4560029,4166485.11957953,9624.86700073152
15760,18327,SOMERSET ESTATES,56,Somerset,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,4560003,346821.82399674,3495.47145569958
15761,19535,MEYERSDALE MUNI AUTH,56,Somerset,Authority,Y,Y,N,2015/03/25 00:00:00+00,4560012,7477065.34600071,33291.811626494
15762,19538,ADDISON AREA WATER AUTH,56,Somerset,Authority,Y,N,N,2003/01/01 00:00:00+00,4560028,1878500.7582779,10314.9353881239
15763,19540,BOSWELL BORO MUNI AUTH,56,Somerset,Authority,Y,N,Y,2003/01/01 00:00:00+00,4560030,21108549.8822437,42886.5679126426
15764,19541,CENTRAL CITY WATER AUTH,56,Somerset,Authority,Y,N,N,2021/03/10 00:00:00+00,4560045,8652091.45104154,38584.1486669404
15765,19794,DUBLIN ACRES,09,Bucks,Mobile Home Park,Y,N,N,2023/01/11 00:00:00+00,1090106,54597.01857737,1004.08988649038
15766,19543,CONFLUENCE BORO MUNI AUTH,56,Somerset,Authority,Y,N,N,2003/01/01 00:00:00+00,4560033,3644205.37397253,20608.1866742667
15767,19545,HOOVERSVILLE BORO,56,Somerset,Authority,N,Y,Y,2003/01/01 00:00:00+00,4560037,1910380.83225961,9973.78849926852
15768,19547,GRAY AREA WATER AUTH,56,Somerset,Municipal,Y,N,Y,2024/03/07 00:00:00+00,4560036,6021721.83787177,23516.6577340143
15769,19548,JENNERSTOWN WATER AUTH,56,Somerset,Authority,Y,N,N,2003/01/01 00:00:00+00,4560038,21864340.4211045,27221.168898863
15770,19549,READING MINES,56,Somerset,Authority,Y,N,N,2016/03/09 00:00:00+00,4560019,856072.08392136,15196.8542398971
15771,19199,WARRIORS MARK GEN AUTH,31,Huntingdon,Authority,Y,N,N,2006/02/28 00:00:00+00,4310031,4019787.29577159,17446.0244661821
15772,19561,PA AMER WATER CO SUSQUEHANNA DIST,56,Susquehanna,Private Investor Owned,Y,Y,N,2024/03/05 00:00:00+00,2580024,24156901.6279336,93636.1234653089
15773,19201,PA AMER WATER CO INDIANA DIST,32,Indiana,Private Investor Owned,N,Y,N,2024/03/05 00:00:00+00,5320025,49808169.3955102,67169.6926212565
15774,19333,AQUA PA WAPWALLOPEN,40,Luzerne,Private Investor Owned,Y,N,N,2015/03/19 00:00:00+00,2400066,3117305.17951272,8306.36338736849
15775,18775,WEST KITTANNING MUNI AUTH,03,Armstrong,Authority,N,N,Y,2006/02/27 00:00:00+00,5030045,2223277.89106305,10452.7866960458
15776,19506,AQUA PA ONEIDA,54,Schuylkill,Private Investor Owned,Y,N,Y,2015/02/26 00:00:00+00,3540071,5083104.30535052,13382.9748997836
15777,19550,ROCKWOOD BORO MUNI AUTH,56,Somerset,Authority,Y,N,N,2003/01/01 00:00:00+00,4560020,1860399.02845676,10139.6716242698
15778,19551,SALISBURY MUNI WATER,56,Somerset,Municipal,Y,N,N,2016/03/10 00:00:00+00,4560041,1583174.25599861,6329.34141756363
15779,19553,CAIRNBROOK IMPROVEMENT ASSN,56,Somerset,Association,Y,N,N,2020/03/27 00:00:00+00,4560021,2537324.5843631,10647.317306931
15780,20114,WILBUR COMM WATER CO,56,Somerset,Association,Y,N,N,2021/03/10 00:00:00+00,4560050,410732.241796985,4755.7342546808
15781,18700,GRACIOUS LIVING ESTATES,58,Susquehanna,Institutional Health,Y,N,N,2016/03/07 00:00:00+00,2580046,34401.908410525,883.555854358681
15782,19562,AQUA PA HOP BOTTOM,58,Susquehanna,Private Investor Owned,Y,N,N,2015/03/03 00:00:00+00,2580012,513742.798162595,3641.63029027399
15783,19564,OAKLAND BORO WATER,58,Susquehanna,Authority,Y,N,N,2010/03/25 00:00:00+00,2580025,2052691.61608367,6298.44559624485
15784,19565,NEW MILFORD MUNI AUTH,58,Susquehanna,Authority,Y,N,N,2019/03/15 00:00:00+00,2580019,2754254.34751469,8256.0535903963
15785,19941,WEIDAS MHP,58,Susquehanna,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,2580021,42074.706801735,936.655478576385
15786,19946,LAKE RAYLEAN WATER ASSN,58,Susquehanna,Association,Y,N,N,2003/01/01 00:00:00+00,2580036,337064.17655038,2256.22865241669
15787,19947,LIBERTY MHP SUSQUEHANNA CNTY,58,Susquehanna,Mobile Home Park,Y,N,N,2018/02/23 00:00:00+00,2580038,42670.2633556,826.417323610186
15788,19546,JENNER TWP MUNI AUTH,56,Somerset,Authority,N,N,Y,2022/01/20 00:00:00+00,4560017,7792059.30917208,36905.8070158565
15789,19626,MAWC YOUGH PLT SYS,65,Westmoreland,Authority,Y,Y,Y,2019/04/11 00:00:00+00,5260036,1326449958.59216,277248.071382042
15790,58087,BUCKINGHAM TWP MILL CR RIDGE,09,Bucks,Municipal,Y,N,N,2021/03/04 00:00:00+00,1090164,535812.18848473,7029.88843953198
15791,19949,ELK MEADOWS,58,Susquehanna,Association,Y,N,N,2018/02/23 00:00:00+00,2580042,536951.02871149,2994.86958310679
15792,44615,WHITES MHP,58,Susquehanna,Mobile Home Park,Y,N,N,2015/01/26 00:00:00+00,2580001,123755.93543477,1492.1745383459
15793,19578,MIFFLINBURG BORO,60,Union,Municipal,Y,Y,N,2018/07/12 00:00:00+00,4600012,8227325.59439819,14746.1496991172
15794,20119,ROLLING HILLS MANOR,60,Union,Institutional Health,Y,N,N,2015/03/31 00:00:00+00,4600005,21560.826734175,577.31982279848
15795,18174,WEST SHEFFIELD WATER ASSN,62,Warren,Association,Y,N,N,2019/03/07 00:00:00+00,6620007,433771.04335649,2672.78063754915
15796,18294,MASONS MOBILE CITY,62,Warren,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,6620036,248351.824718975,2282.6506754193
15797,19596,PINE GROVE TWP WATER SYS,62,Warren,Authority,Y,N,N,2003/01/01 00:00:00+00,6620029,1752740.96335346,7511.67659662252
15798,19597,SHEFFIELD TWP MUNI AUTH,62,Warren,Authority,Y,N,N,2020/11/12 00:00:00+00,6620031,2995944.94674056,13183.9755779191
15799,19598,YOUNGSVILLE MUNI WATERWORKS,62,Warren,Municipal,Y,N,N,2022/03/11 00:00:00+00,6620039,6623408.38097125,10373.8997068011
15800,19722,SOUTHWEST WARREN CNTY MUNI AUTH,62,Warren,Authority,N,Y,N,2003/01/01 00:00:00+00,6620032,4494652.77824475,27849.0534998036
15801,20266,VALLEY VIEW MHP,62,Warren,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,6620005,85406.44497876,1205.73672731975
15802,20267,WILDERNESS MHP,62,Warren,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,6620019,165478.6343919,2758.7482819811
15803,18564,MESHOPPEN TOWNHOUSE APT,66,Wyoming,Authority,Y,N,N,2003/01/01 00:00:00+00,2660044,8960.2029747,405.867017634066
15804,18567,OLD ORCHARD APT,66,Wyoming,Apartments,Y,N,N,2003/01/01 00:00:00+00,2660043,29596.137856245,698.938699174305
15805,18581,WHITES FERRY ROAD APT,66,Wyoming,Apartments,Y,N,N,2003/01/01 00:00:00+00,2660042,26925.742614245,691.713225414315
15806,19640,AQUA PA BUNKER HILL,66,Wyoming,Private Investor Owned,Y,N,N,2003/01/01 00:00:00+00,2660018,555480.75411151,3384.20704302045
15807,19642,LACEYVILLE BORO WATERWORKS,66,Wyoming,Municipal,Y,N,N,2018/03/26 00:00:00+00,2660019,2444221.95942571,6740.97857027594
15808,19643,MEHOOPANY TWP MUNI AUTH,66,Wyoming,Authority,Y,N,N,2016/03/10 00:00:00+00,2660020,82227.541001155,1602.90306422993
15809,19644,MESHOPPEN BORO WATER CO,66,Wyoming,Municipal,Y,N,N,2003/01/01 00:00:00+00,2660010,3620787.44244651,10477.0412607554
15810,19646,VEOLIA WATER PA NOXEN,66,Wyoming,Private Investor Owned,Y,N,N,2015/03/12 00:00:00+00,2660012,901645.78803052,5604.30261499503
15811,19648,TUNKHANNOCK BORO MUNI AUTH,66,Wyoming,Authority,Y,N,N,2022/03/18 00:00:00+00,2660014,4692569.36606693,13555.7597716413
15812,19650,AQUA PA RIVERCREST DIV,66,Wyoming,Private Investor Owned,Y,N,N,2015/03/18 00:00:00+00,2660017,1199398.78467208,4222.9194066555
15813,19651,WESTGATE WATER SYSTEM,66,Wyoming,Private Investor Owned,Y,N,N,2003/01/01 00:00:00+00,2660015,96348.238784285,1294.03670302565
15814,19975,COPPER KETTLE MHP,66,Wyoming,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,2660008,32081.97606016,699.181564077258
15815,19982,FREEMANS MHP,66,Wyoming,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,2660037,25505.938052105,718.002621625343
15816,20522,EATON SEWER AND WATER CO INC,66,Wyoming,Private Investor Owned,Y,N,N,2003/01/01 00:00:00+00,2660039,1193795.43959167,5651.43024024923
15817,18793,BEDFORD BORO MUNI AUTH,05,Bedford,Authority,N,Y,Y,2003/01/01 00:00:00+00,4050002,16598126.8639639,34986.8783397631
15818,18437,WEST ST CLAIR PLEASANTVILLE WATER AUTH,05,Bedford,Authority,Y,N,N,2003/01/01 00:00:00+00,4050020,5472631.53036207,10624.6505187209
15819,18130,BERN TWP MUNI AUTH,06,Berks,Authority,N,N,Y,2003/01/01 00:00:00+00,3060045,3612549.35231219,11196.6561955451
15820,18242,NEW CASTLE ESTATES,37,Lawrence,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,6370014,162314.459472235,1721.01619357979
15821,19693,AQUA PA SPRING RUN,15,Chester,Private Investor Owned,Y,N,Y,2016/08/02 00:00:00+00,1150089,135570299.84877,56636.0993196981
15822,20032,MILLERS EDGEWOOD MHP,48,Northampton,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,3480039,152923.90015587,1697.03691897136
15823,18310,FRIEDEN MANOR MHP,54,Schuylkill,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,3540043,278727.500392465,2309.17496052152
15824,20005,IRISH CREEK VILLAGE MHP,06,Berks,Mobile Home Park,Y,N,N,2006/02/27 00:00:00+00,3060113,82316.21742244,1244.23299124971
15825,37595,AQUA PA EAGLE ROCK,54,Luzerne,Private Investor Owned,Y,N,Y,2015/02/09 00:00:00+00,3540070,45582125.7277055,40615.2877459469
15826,20040,PINE TERRACE MHP,54,Schuylkill,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,3540042,16359.34305745,625.945663120654
15827,49988,SOMERSET TWP MUNI AUTH FRIEDENS,56,Somerset,Authority,N,N,Y,2003/01/01 00:00:00+00,4560057,1150789.05808751,14172.6985259465
15828,18152,SOMERSET TWP MUNI AUTH LISTIE,56,Somerset,Authority,Y,N,N,2016/03/09 00:00:00+00,4560002,705900.73200385,7346.88686697139
15829,18328,GLADES PIKE ESTATES,56,Somerset,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,4560004,89972.398016885,1178.41027484417
15830,19537,WINDBER AREA AUTH,56,Somerset,Authority,Y,Y,Y,2016/03/23 00:00:00+00,4560013,28779941.53234,154778.032887119
15831,19542,CONEMAUGH TWP MUNI AUTH,56,Somerset,Authority,Y,Y,Y,2003/01/01 00:00:00+00,4560048,47774982.8987526,154209.660879194
15832,19556,LINCOLN TWP MUNI AUTH,56,Somerset,Authority,Y,N,Y,2016/05/16 00:00:00+00,4560031,31063894.2012306,56263.824550942
15833,19558,INDIAN LAKE BORO WATERWORKS,56,Somerset,Municipal,Y,N,N,2003/01/01 00:00:00+00,4560025,17340845.4668603,24625.9821952519
15834,19865,AQUA PA EDGEWOOD,35,Lackawanna,Private Investor Owned,Y,N,N,2015/02/11 00:00:00+00,2350055,537755.52797347,3567.00518124819
15835,19580,NEW BERLIN MUNI AUTH,60,Union,Authority,Y,N,N,2016/03/21 00:00:00+00,4600010,1757053.84141484,9544.78694554223
15836,20191,COUNTRY PLACE MHP,17,Clearfield,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,6170018,183148.59975029,1735.57748607743
